seq,stamp,frame_id,x,y,z,qx,qy,qz,qw,yaw,task,tol
145,1784445695.087659,camera_init,17.812838,9.104894,0.000000,-0.004036,0.028649,0.579863,0.814200,1.238402,none,0.250
146,1784445695.687727,camera_init,17.865954,9.265850,0.000000,-0.005467,0.033581,0.582379,0.812205,1.245057,none,0.250
147,1784445696.187653,camera_init,17.925622,9.420429,0.000000,-0.007321,0.031802,0.586726,0.809128,1.255560,none,0.250
148,1784445696.687965,camera_init,17.963356,9.594036,0.000000,-0.007932,0.030157,0.601751,0.798075,1.292800,none,0.250
149,1784445697.188104,camera_init,17.959772,9.777842,0.000000,-0.010977,0.033085,0.652647,0.756860,1.424052,none,0.250
150,1784445697.688274,camera_init,17.957593,9.949253,0.000000,-0.008666,0.034668,0.680657,0.731730,1.499590,none,0.250
151,1784445698.187213,camera_init,17.969992,10.105743,0.000000,-0.008304,0.031884,0.684144,0.728602,1.508792,none,0.250
152,1784445698.587471,camera_init,17.982065,10.294890,0.000000,-0.009074,0.030087,0.686699,0.726262,1.515603,none,0.250
153,1784445698.987878,camera_init,17.993889,10.487333,0.000000,-0.008773,0.029069,0.687975,0.725099,1.519005,none,0.250
154,1784445699.388088,camera_init,18.006896,10.661131,0.000000,-0.013521,0.030087,0.689171,0.723848,1.522406,none,0.250
155,1784445699.787487,camera_init,18.012116,10.832007,0.000000,-0.010471,0.031854,0.691797,0.721313,1.529906,none,0.250
156,1784445700.187644,camera_init,18.022591,11.021309,0.000000,-0.012707,0.030614,0.692698,0.720466,1.532249,none,0.250
157,1784445700.587804,camera_init,18.030469,11.207007,0.000000,-0.014840,0.030413,0.695269,0.717953,1.539374,none,0.250
158,1784445700.987729,camera_init,18.041815,11.390790,0.000000,-0.014475,0.031097,0.696011,0.717211,1.541528,none,0.250
159,1784445701.388005,camera_init,18.052717,11.569145,0.000000,-0.013031,0.032138,0.695351,0.717833,1.539819,none,0.250
160,1784445701.788101,camera_init,18.052255,11.751752,0.000000,-0.010907,0.033288,0.693959,0.719162,1.536096,none,0.250
161,1784445702.187528,camera_init,18.062095,11.927325,0.000000,-0.013336,0.034308,0.693310,0.719698,1.534417,none,0.250
162,1784445702.688524,camera_init,18.066109,12.123251,0.000000,-0.011187,0.033888,0.694868,0.718251,1.538705,none,0.250
163,1784445703.087678,camera_init,18.073288,12.291964,0.000000,-0.009554,0.032556,0.696572,0.716684,1.543289,none,0.250
164,1784445703.587486,camera_init,18.082926,12.447823,0.000000,-0.005996,0.034425,0.697642,0.715594,1.546533,none,0.250
165,1784445704.287681,camera_init,18.086323,12.620731,0.000000,-0.010851,0.031963,0.700390,0.712962,1.553899,none,0.250
166,1784445704.987503,camera_init,18.077728,12.780113,0.000000,-0.012006,0.033685,0.707585,0.705723,1.574425,none,0.250
167,1784445705.688002,camera_init,18.076364,12.937683,0.000000,-0.012997,0.029581,0.713502,0.699908,1.590753,none,0.250
168,1784445706.288128,camera_init,18.076845,13.096070,0.000000,-0.014686,0.029702,0.715002,0.698337,1.595066,none,0.250
169,1784445706.787510,camera_init,18.081881,13.247258,0.000000,-0.013755,0.032420,0.713615,0.699652,1.591438,none,0.250
170,1784445707.987700,camera_init,18.089515,13.413467,0.000000,-0.013542,0.031453,0.704203,0.709172,1.564566,none,0.250
171,1784445708.487934,camera_init,18.172757,13.477652,0.000000,-0.013452,0.033852,0.623513,0.780964,1.348256,none,0.250
172,1784445708.887545,camera_init,18.255139,13.485848,0.000000,-0.008747,0.032517,0.547643,0.836035,1.160504,none,0.250
173,1784445709.587625,camera_init,18.331877,13.645547,0.000000,-0.008482,0.032923,0.532240,0.845911,1.123888,none,0.250
174,1784445710.187589,camera_init,18.396817,13.785638,0.000000,-0.006698,0.029040,0.534814,0.844444,1.129693,none,0.250
175,1784445710.887872,camera_init,18.422377,13.935833,0.000000,-0.008581,0.033775,0.588043,0.808079,1.258996,none,0.250
176,1784445711.588255,camera_init,18.423282,14.087343,0.000000,-0.012857,0.032570,0.640998,0.766743,1.393355,none,0.250
177,1784445712.288511,camera_init,18.408282,14.246286,0.000000,-0.011927,0.031625,0.679709,0.732702,1.496593,none,0.250
178,1784445712.987714,camera_init,18.401628,14.403786,0.000000,-0.013795,0.029395,0.699833,0.713568,1.552021,none,0.250
179,1784445713.787542,camera_init,18.396053,14.559918,0.000000,-0.016898,0.032267,0.707881,0.705392,1.575081,none,0.250
180,1784445714.587525,camera_init,18.391145,14.727234,0.000000,-0.018577,0.036223,0.710764,0.702252,1.583830,none,0.250
181,1784445715.487570,camera_init,18.398254,14.878675,0.000000,-0.012306,0.035472,0.710276,0.702922,1.582322,none,0.250
